" label;;;;","Unnamed: 0","annotation_id","annotator","created_at","id","lead_time","sentiment","text","updated_at"
"",122,123,"1","2023-11-29T10:06:26.148018Z",124,26.445,"German loanword","The master plan for the JKU Science Park was hatched in 2003.","2023-11-29T10:06:26.148018Z"
"",123,124,"1","2023-11-29T10:06:36.006067Z",125,7.216,"no German loanword","The idea was to bring research and development in mechatronics, computer science and other scientific and engineering disciplines together and accommodate JKU partners.","2023-11-29T10:06:36.006067Z"
"",124,125,"1","2023-11-29T10:06:48.780493Z",126,9.841,"no German loanword","Construction began on the first part in the spring of 2007 and the building was officially opened in 2009.","2023-11-29T10:06:48.780493Z"
"",125,126,"1","2023-11-29T10:07:32.045380Z",127,41.051,"no German loanword","Two more sections followed and two more buildings are currently in the planning stages.","2023-11-29T10:07:32.045380Z"
"",126,127,"1","2023-11-29T10:08:27.840560Z",128,53.85,"no German loanword","At the beginning of 2004, the Johannes Kepler University Linz was legally spun off from the federal administration and given legal form as a legal entity subject to public law, resulting in increased autonomy for action but legistically reduced co-determination.","2023-11-29T10:08:27.840560Z"
"",127,128,"1","2023-11-29T10:08:41.145615Z",129,10.914,"no German loanword","The JKUs reorganization efforts concentrated on centralizing university management and administration and creating a study administration.","2023-11-29T10:08:41.145615Z"
"",128,129,"1","2023-11-29T10:08:48.074398Z",130,4.575,"no German loanword","Beginning in 2004, the JKU began to offer inter-university studies.","2023-11-29T10:08:48.074398Z"
"",129,130,"1","2023-11-29T10:08:53.354814Z",131,3.894,"no German loanword",", The Faculty of Law developed new degree programs.","2023-11-29T10:08:53.354814Z"
"",130,131,"1","2023-11-29T10:09:00.537597Z",132,5.634,"no German loanword","The faculties of Social Sciences, Economics & Business as well as Engineering & Natural Sciences conformed their degree programs in accordance with the Bologna Agreement.","2023-11-29T10:09:00.537597Z"
"",131,132,"1","2023-11-29T10:09:06.103446Z",133,4.034,"no German loanword","The Virtual Reality Center opened in 2014.","2023-11-29T10:09:06.103446Z"
"",132,133,"1","2023-11-29T10:09:14.865797Z",134,7.422,"no German loanword","One year later, Austria Grid - one of Europes most powerful grid computing systems - began operations and in 2011, the system was upgraded using the MACH Computing System.","2023-11-29T10:09:14.865797Z"
"",133,134,"1","2023-11-29T10:09:23.234631Z",135,5.586,"no German loanword","The number of Christian Doppler laboratories continues to rise along with additional research centers and laboratories.","2023-11-29T10:09:23.234631Z"
"",134,135,"1","2023-11-29T10:09:58.382404Z",136,33.322,"no German loanword","Founded in the late 80s, the Linz International Management Academy - LIMAK - became the Johannes Kepler University Business School in 2005.","2023-11-29T10:09:58.382404Z"
"",135,136,"1","2023-11-29T10:10:06.182356Z",137,6.323,"no German loanword","Together with the University of Applied Sciences of Upper Austria, the LIMAK Austrian Business School was established in 2005.","2023-11-29T10:10:06.182356Z"
"",136,137,"1","2023-11-29T10:10:19.316059Z",138,10.716,"no German loanword",", The JKUs 2006-2012 Development Plan outlines medium-term excellence and development priorities in research.","2023-11-29T10:10:19.316059Z"
"",137,138,"1","2023-11-29T10:10:36.908519Z",139,15.911,"no German loanword","The 2013-2018 Development Plan maintained these priorities to a large extent, pooling them into additional fields of excellence.","2023-11-29T10:10:36.908519Z"
"",138,139,"1","2023-11-29T10:13:55.318999Z",140,161.703,"German loanword","In 2006, the chemistry department at the JKU began to introduce a new research area focusing on polymer chemistry while also extending their field of excellence to include polymer engineering technologies., Campus growth and enhancement continued and in 2010, the JKU opened a modern central law library at the recently renovated Juridicum Building.","2023-11-29T10:17:03.321979Z"
"",139,140,"1","2023-11-29T10:14:04.551086Z",141,6.777,"no German loanword","Two years later, an addition was built on to the university cafeteria in order to accommodate the rapidly growing number of enrolled students.","2023-11-29T10:14:04.551086Z"
"",140,141,"1","2023-11-29T10:17:15.798378Z",142,5.006,"no German loanword","In 2013, RISC received a new extension building in Hagenberg.","2023-11-29T10:17:15.798378Z"
"",141,142,"1","2023-11-29T10:17:25.936189Z",143,7.826,"no German loanword","After numerous attempts to create a school of medicine in Upper Austria, plans for a Linz Model for the JKU Faculty of Medicine were drafted in 2012.","2023-11-29T10:17:25.936189Z"
"",142,143,"1","2023-11-29T10:17:31.745597Z",144,3.663,"no German loanword","The JKU Faculty of Medicine opened its doors just two years later.","2023-11-29T10:17:31.745597Z"
"",143,144,"1","2023-11-29T10:17:40.365096Z",145,6.88,"no German loanword","The Faculty of Medicine currently accepts 60 new students each year; at full capacity, the medical school will accept 300 new students to the program each year.","2023-11-29T10:17:40.365096Z"
"",144,145,"1","2023-11-29T10:17:51.221782Z",146,8.686,"no German loanword","Ground has been broken for a new building located at the Med Campus in the center of Linz.","2023-11-29T10:17:51.221782Z"
"",145,146,"1","2023-11-29T10:17:57.699379Z",147,4.419,"no German loanword","The new building is scheduled to be completed by 2021.","2023-11-29T10:17:57.699379Z"
"",146,147,"1","2023-11-29T10:18:27.371768Z",148,25.452,"no German loanword","As part of the Cluster Mitte organization, a new teacher education program began in 2016/2017.","2023-11-29T10:18:27.376772Z"
"",147,148,"1","2023-11-29T10:18:42.980526Z",149,12.807,"no German loanword","The Johannes Kepler University Linz brings its expertise in STEM subjects (science, technology, engineering, nathematics) to the table and also takes part in the Lehramt NEU program offering classes in its field of social studies, business, and cultural studies (history / social studies / political education, psychology and philosophy, geography and business as well as English).","2023-11-29T10:18:42.980526Z"
"",148,149,"1","2023-11-29T10:18:57.374980Z",150,10.148,"no German loanword","In continuing with the spirit of the art of engineering as well as a long tradition of technological creativity and supporting strong, interdisciplinary research, the Johannes Kepler University created the Linz Institute of Technology (LIT) in 2016.","2023-11-29T10:18:57.374980Z"
"",149,150,"1","2023-11-29T10:19:44.117132Z",151,43.552,"no German loanword","The Linz Institute of Technology, or LIT for short, pools synergies in one location in an effort keep with longstanding traditions yet move toward the future.","2023-11-29T10:19:44.117132Z"
"",150,151,"1","2023-11-29T10:19:53.712205Z",152,8.041,"no German loanword","Scientists and academics at LIT focus on interdisciplinary, internationally-oriented topics of the future, such as Artificial Intelligence, Cyber-Physical Systems, recycling management, and digital transformation.","2023-11-29T10:19:53.712205Z"
"",151,152,"1","2023-11-29T10:20:12.929021Z",153,16.64,"no German loanword","Plans to re-design the JKU campus are underway, underpinning the self-image of providing space to learn, work, and live.","2023-11-29T10:20:12.929021Z"
"",152,153,"1","2023-11-29T10:20:30.460671Z",154,14.87,"no German loanword","The total investment of approximately € 30 million includes heightening the TNF tower to include a viewing platform, a Think-Tank space, an addition to the library, the Kepler Hall event center, and additional areas for sports and recreation.","2023-11-29T10:20:30.460671Z"
"",153,154,"1","2023-11-29T10:21:10.534820Z",155,37.795,"no German loanword","Scheduled to launch in 2019, the Business School is a regionally anchored academic and scientific hub with a strong international focus.","2023-11-29T10:21:10.534820Z"
"",154,155,"1","2023-11-29T10:21:36.591728Z",156,23.865,"no German loanword","The international aspect is reinforced by not only offering a number of academic degree programs in English, but also giving students the opportunity to earn a double degree in conjunction with partner universities abroad as well as benefit from a number of additional visiting professors and exchange programs.
","2023-11-29T10:21:36.591728Z"
"",155,156,"1","2023-11-29T10:21:41.809120Z",157,3.873,"no German loanword","Two years into a pandemic have left their mark.","2023-11-29T10:21:41.809120Z"
"",156,157,"1","2023-11-29T10:21:45.398011Z",158,2.157,"no German loanword","You would think; but is it really so?","2023-11-29T10:21:45.398011Z"
"",158,158,"1","2023-11-29T10:22:04.754935Z",160,5.869,"no German loanword","The 2021 Social Survey Austria took a closer look at these questions and more.","2023-11-29T10:22:04.760095Z"
"",159,159,"1","2023-11-29T10:22:45.496179Z",161,38.606,"no German loanword","This study is one of Austria’s largest social science projects, involving researchers at the Johannes Kepler University Linz (Department of Empirical Social Research) as well as from universities in Graz, Salzburg and Vienna.","2023-11-29T10:22:45.496179Z"
"",160,160,"1","2023-11-29T10:22:53.180429Z",162,6.063,"no German loanword","Conducted since 1986, this is the sixth edition of the Social Survey Austria.","2023-11-29T10:22:53.180429Z"
"",161,161,"1","2023-11-29T10:24:01.381297Z",163,66.176,"no German loanword","Social Inequality JKU Prof. Johann Bacher and JKU researcher Martina Beham-Rabanser’s contribution explored the next generation and whether or not the situation in Austria is still conducive to helping the new generation to be better off than the generation before.","2023-11-29T10:24:01.381297Z"
