,text, label;;;;
248,Prof. David Bernhard An aortic aneurysm is a pathological aorta enlargement that can result in tearing or rupturing the aorta.,
249,It is often life-threatening.,
250,"The condition is symptomless, often going undiagnosed until it becomes very advanced and requires surgical intervention.",
251,Univ.,
252,"Prof. David Bernhard, Dr. Christian Doppler (both from the Department of Pathophysiology, Institute of Physiology and Pathophysiology, at the JKU’s Faculty of Medicine), along with their team, have been able to learn more about the condition to detect it early and provide individual treatment.",
253,One distinctive feature of this condition is that its onset is often associated with a particular aortic valve morphology.,
254,"A normal aortic valve is tricuspid, meaning it has three valve leaflets.",
255,"However, 2% of the population has a bicuspid aortic valve, meaning there are only two valve leaflets.",
256,"While this bicuspid condition is not pathological per se, up to 80% of those affected will develop an aortic aneurysm during their lifetime.",
257,"To date, experts still do not fully know why the condition develops.",
258,Univ.,
259,"Prof. David Bernhard, pathophysiologist and head of the Center for Medical Research at the JKU, explains: During our study, we tried not to restrict ourselves to local effects as much as we could, however we also wanted to explore the systemic effects.",
260,"We examined the state of the diseased, affected tissue as well as individual cells we isolated from the affected tissue.",
